,UserID,ISBN,BookRating
657306,159378,0380789019,8
657567,159440,0064407667,7
657796,159455,1400034779,10
657812,159467,0385265700,5
657814,159471,0743237188,8
657833,159488,0345313860,5
657836,159490,0375700757,9
657862,159506,0345339681,9
657863,159506,0345339703,10
657866,159506,0345342968,5
657881,159506,0439064872,8
657882,159506,0439139600,9
657883,159506,043935806X,8
657889,159506,044021145X,8
657890,159506,0440213525,8
657891,159506,0440220602,7
657892,159506,0440225701,8
657893,159506,0440234743,8
657935,159506,059035342X,7
657938,159506,0684801523,8
657959,159510,0971880107,2
658102,159647,0446612545,8
658105,159647,0804106304,9
658106,159648,0786868716,10
658156,159691,044022165X,7
658218,159720,0971880107,2
658325,159732,068484477X,8
658364,159754,044022165X,8
658435,159802,0064407667,7
658445,159812,0142000205,5
658447,159814,0446364193,5
658456,159817,0140293248,7
658466,159817,0375727345,8
658468,159817,0385335482,7
658469,159817,0385505833,9
658485,159817,0684872153,5
658503,159822,0312983271,6
658505,159822,0316666343,8
658523,159822,0446611867,7
658524,159822,0446612545,7
658533,159822,0743418174,8
658580,159834,0439136369,7
658732,159852,0316666343,10
658737,159854,0385484518,10
658782,159858,0345353145,8
658789,159858,0345417623,9
658801,159858,0380789035,9
658808,159858,0385486804,7
658981,159860,0345337662,7
659062,159865,0385504209,9
659128,159946,0380789019,6
659130,159946,0452282152,9
659143,159950,0679429220,6
659178,159977,0375727345,8
659261,160014,0312195516,8
659600,160112,0385504209,9
659603,160114,0375706771,9
659685,160171,0316601950,7
659693,160180,0446611867,10
659750,160231,0345337662,10
659767,160241,0971880107,10
659787,160271,0142000205,3
659817,160295,0312195516,9
659832,160295,0380789035,7
659992,160298,0440241073,9
660012,160334,0452282152,10
660014,160334,067976402X,9
660031,160344,0375706771,8
660039,160344,0805063897,8
660071,160371,0375706771,7
660097,160385,0385504209,10
660122,160393,0439064872,9
660123,160393,0439136369,9
660124,160393,0439139600,9
660296,160401,0842329129,10
661369,160431,0446672211,6
661376,160431,0971880107,5
661403,160434,0345339703,10
661417,160434,0439139597,8
661485,160451,006101351X,8
661569,160509,0385504209,10
661570,160509,0446310786,10
661572,160509,0684874350,9
661930,160548,0316666343,10
661952,160548,0805063897,7
661969,160558,0060930535,5
661970,160558,0060938455,10
662007,160558,0375700757,4
662072,160558,059035342X,10
662117,160571,0060934417,9
662119,160571,0142001740,10
662125,160571,0312291639,8
662138,160571,0375707972,5
662140,160571,0375725784,10
662145,160571,0446612545,8
662146,160571,0446672211,9
662166,160571,1400034779,10
662234,160629,0971880107,6
662274,160670,0786868716,9
662295,160681,0316666343,9
662343,160681,0440213525,6
662389,160681,0451524934,10
662414,160681,0804114986,9
662426,160681,0971880107,6
662445,160712,0385486804,7
662453,160725,0142001740,10
662454,160725,0156027321,10
662465,160735,0312983271,8
662505,160735,0440234743,7
662559,160742,0446612545,10
662675,160819,0060502258,10
662725,160819,0140298479,10
662734,160819,0142000205,10
662771,160819,0312291639,10
662791,160819,0316569321,10
662839,160819,0375706771,10
662842,160819,0375725784,10
662843,160819,0375727345,10
662968,160819,0452282829,10
663038,160819,0679429220,10
663050,160819,0679746048,10
663205,160841,0671027360,9
663244,160878,0060928336,10
663358,160950,0385505833,9
663373,160994,0375727345,9
663389,161007,0449212602,8
663400,161026,0385504209,7
663422,161037,0345370775,7
663593,161039,0142001740,10
663601,161039,0385504209,8
663691,161041,0312305060,5
663704,161041,0399501487,7
663790,161068,0971880107,1
663793,161070,0316666343,9
663797,161070,0385504209,9
663810,161091,0452282829,7
663874,161114,0316666343,7
663891,161120,0312983271,9
663918,161181,0316601950,6
664018,161218,0439136369,10
664051,161234,044651652X,5
664058,161234,0842329129,4
664081,161250,0312966970,8
664085,161250,0440220602,10
664086,161250,0446612545,8
664095,161252,0312195516,10
664098,161252,0385504209,7
664106,161252,0805063897,9
664112,161259,0385505833,9
664123,161265,0312305060,9
664142,161265,0385722206,10
664147,161265,0553572997,8
664209,161294,0439064872,8
664214,161299,0312966970,8
664287,161317,0316569321,9
664292,161326,0312195516,7
664293,161326,0312278586,7
664311,161346,0671001795,5
664359,161348,0440221471,5
664479,161368,0060928336,8
664480,161368,0804114986,7
664493,161373,0446606812,5
664497,161373,059035342X,7
664506,161385,0345417623,10
664517,161390,0385484518,10
664522,161391,0061009059,8
664608,161459,0439136369,10
664616,161462,0440211727,10
664636,161467,0375726403,7
664670,161476,006101351X,8
664676,161476,0316769487,7
664787,161510,0440226430,7
664793,161511,0312291639,9
664806,161533,0060987103,9
664888,161615,006101351X,7
664892,161615,0385486804,8
664956,161635,0440241073,9
664958,161637,0316666343,7
665017,161677,0060987103,8
665039,161681,0375727345,9
665079,161708,0805063897,10
665085,161726,0971880107,2
665098,161744,0375725784,10
665101,161744,0446610038,9
665417,161752,0671001795,7
665495,161755,0345339703,10
665537,161794,0446608955,8
665600,161847,0060928336,9
665611,161853,1558743669,9
665622,161866,0316666343,7
665648,161870,0440234743,5
665711,161872,0345339703,10
665733,161872,0971880107,2
665813,161882,0385484518,5
665814,161882,0440241073,6
665848,161892,067976402X,8
665890,161912,0385492081,10
665898,161935,0743237188,8
665963,161936,0440222656,7
665971,161936,0452282152,9
666000,161936,068484477X,9
666039,161936,1558743669,10
666049,161937,0316776963,8
666056,161951,0060928336,7
666062,161957,0345361792,10
666066,161963,0743418174,8
666093,161974,0316569321,8
666118,161974,0385265700,6
666261,161986,0679429220,7
666274,161993,0804106304,9
666278,161995,0380731851,5
666296,162001,0312195516,8
666322,162014,0060938455,10
666359,162019,0385335482,10
666364,162019,059035342X,10
666368,162019,0743418174,10
666374,162028,0440226430,10
666375,162028,0804106304,8
666378,162030,0156027321,8
666385,162030,0375726403,8
666388,162030,044023722X,6
666405,162035,006101351X,5
666432,162052,006101351X,9
666475,162052,0316569321,10
666507,162052,0375725784,9
666522,162052,0385722206,10
666553,162052,0440219078,10
666609,162052,0553279912,10
666807,162068,0312305060,8
666864,162103,0440226430,7
666877,162121,0375706771,8
666898,162137,1400034779,6
666927,162155,0061009059,4
666963,162155,0375700757,9
667301,162311,0316569321,9
667302,162311,0316666343,9
667391,162311,0971880107,5
667440,162376,0060987103,9
667447,162376,0142001740,6
667452,162376,0316769487,9
667453,162376,0345361792,10
667458,162376,0385504209,9
667473,162376,1400034779,8
667491,162380,0440226430,8
667515,162388,0060928336,3
667647,162474,1400034779,2
667664,162496,0345353145,7
667680,162519,0312291639,8
667691,162528,0971880107,10
667700,162538,0060938455,5
667702,162538,0316666343,8
667715,162538,0786868716,4
667723,162550,0385720106,8
667728,162562,0140293248,4
667739,162562,0440213525,7
667747,162562,0671021001,9
667759,162564,0060928336,8
667833,162582,0140293248,8
667847,162590,0064407667,10
667854,162590,014028009X,9
667871,162590,0312291639,4
667904,162590,0440224675,7
667914,162590,0446672211,9
667997,162596,0385265700,10
668053,162626,0345337662,6
668076,162626,0684874350,7
668091,162633,0385504209,5
668162,162639,0060976845,9
668165,162639,0060987103,5
668212,162639,014028009X,8
668300,162639,0312924585,9
668365,162639,0345353145,6
668366,162639,0345370775,9
668459,162639,0380731851,7
668525,162639,0385503822,7
668527,162639,0385505833,8
668530,162639,0385720106,7
668591,162639,0439064864,9
668592,162639,0439136350,9
668593,162639,0439139597,9
668608,162639,0440211727,9
668623,162639,0440226430,8
668680,162639,0446608955,8
668881,162639,0590353403,10
668882,162639,059035342X,9
668926,162639,0671510053,6
668967,162639,067976402X,8
669199,162639,0842329129,10
669491,162657,0345339681,10
669503,162664,0446310786,8
669525,162671,0671021001,10
669530,162671,0684872153,9
669575,162713,0385492081,7
669581,162715,0671510053,9
669620,162738,0140293248,6
669626,162738,0156027321,9
669653,162738,0345339703,10
669698,162738,0385504209,8
669743,162738,044021145X,7
669744,162738,0440211727,5
669747,162738,0440214041,7
669748,162738,0440221471,8
669749,162738,0440224675,1
670051,162755,0060976845,3
670053,162755,0375725784,7
670065,162760,0452282152,9
670071,162762,0312278586,10
670193,162780,0446605239,9
670194,162780,0446606812,8
670207,162780,068484477X,8
670213,162780,0804114986,9
670251,162797,0385492081,9
670252,162797,0440226430,7
670254,162798,0156027321,9
670275,162827,0156027321,10
670329,162840,059035342X,10
670337,162846,0312195516,3
670355,162856,0345339681,10
670377,162861,0440213525,6
670401,162882,0805063897,8
670404,162886,0312278586,9
670449,162909,0440219078,6
670454,162917,0684874350,9
670539,162968,0804106304,7
670542,162977,0345443284,7
670729,163134,0446610038,7
670776,163169,0446605239,6
670843,163194,0440225701,5
670844,163194,0440234743,7
670873,163202,0312924585,9
670877,163202,0345313860,8
670981,163202,0812550706,10
671046,163267,0316666343,10
671049,163271,0671510053,9
671080,163302,0439139600,8
671212,163307,1558743669,10
671490,163326,0440226430,9
671531,163329,0446606812,5
671621,163358,0679746048,10
671639,163382,0380789035,4
671715,163430,0345417623,10
671768,163430,0842329129,10
671788,163433,0142001740,8
671977,163467,0671021001,7
672011,163488,0312291639,7
672014,163488,0316769487,10
672019,163488,0345337662,7
672050,163488,0671003755,9
672058,163488,0679746048,7
672103,163510,0060930535,10
672105,163511,0060959037,9
672106,163512,0060930535,10
672204,163534,0971880107,6
672206,163539,0312305060,7
672217,163542,0446672211,8
672337,163570,0440211727,9
672338,163570,0440214041,9
672419,163570,0553572997,9
672469,163579,0385504209,8
672480,163579,0842329129,6
672511,163599,0452282152,5
672529,163600,0515131229,5
672554,163605,0345339703,10
672579,163609,0971880107,9
672584,163612,0446672211,9
672589,163612,0671021001,9
672603,163613,0743418174,10
672646,163676,0312291639,7
672653,163676,0385503822,9
672661,163676,0439136350,10
672676,163676,059035342X,10
672686,163676,1558743669,10
672716,163687,0385505833,5
672720,163689,0345361792,9
672751,163693,0440234743,6
672752,163693,0440236673,8
673347,163804,0142001740,7
673362,163804,0312966970,8
673374,163804,0316666343,9
673386,163804,0345443284,6
673399,163804,0380731851,8
673412,163804,0385484518,8
673416,163804,0385720106,5
673461,163804,044651652X,5
673537,163804,0671001795,8
673538,163804,0671003755,7
673627,163821,0842329129,9
673704,163851,0316601950,7
673707,163851,044021145X,7
673709,163851,0440213525,6
673710,163851,0440214041,8
673711,163851,0440221471,7
673739,163871,0140298479,3
673771,163876,0312195516,6
673856,163930,0316769487,3
674228,163976,0380789019,8
674239,163999,0452282152,8
674240,163999,067976402X,8
674324,164027,0060930535,5
674330,164027,0140067477,10
674343,164027,0140293248,6
674358,164027,0316096199,5
674406,164027,0385335482,6
674409,164027,0385484518,9
674428,164027,0440222656,7
674582,164048,043935806X,10
674756,164096,0671027360,6
674867,164105,0316284955,8
674868,164105,0316601950,8
674872,164105,0671003755,9
674900,164131,0060987103,8
674906,164140,0375707972,9
674914,164141,0375726403,4
674915,164143,0345342968,8
674944,164179,0671003755,8
675008,164208,0440226430,10
675014,164237,0842329129,5
675040,164270,0515131229,8
675043,164276,0316666343,8
675080,164315,0971880107,6
675090,164323,0060392452,8
675120,164323,0312291639,5
675124,164323,0316666343,9
675130,164323,0345370775,7
675150,164323,0385335482,6
675177,164323,044021145X,9
675178,164323,0440211727,9
675180,164323,0440214041,8
675191,164323,044023722X,8
675200,164323,0446672211,8
675235,164323,0553279912,8
675251,164323,0671021001,8
675253,164323,0671027360,9
675269,164323,0767902521,8
675291,164323,1400034779,8
675296,164323,1573229326,7
675400,164401,0786868716,9
675440,164418,0385503822,10
675452,164425,0142001740,10
675456,164425,0842329129,8
675463,164433,0375725784,10
675846,164480,0385492081,8
675853,164480,0449005615,8
675912,164495,0842329129,6
675938,164518,0440226430,8
675946,164518,0671003755,7
676073,164533,0451524934,9
676370,164536,0439064864,7
676371,164536,0439139600,8
676398,164549,0385504209,8
676415,164557,0312291639,8
676419,164557,0671510053,6
676467,164581,0316666343,7
676475,164581,0385504209,10
676477,164581,0439064864,7
676478,164581,0439136350,10
676479,164581,0439139600,10
676482,164581,0446611867,3
676485,164581,0452282152,10
676489,164581,0590353403,9
676525,164584,0316284955,9
676529,164584,0345443284,8
676532,164584,0385504209,7
676539,164584,0452282152,7
676572,164619,0440206154,9
676585,164641,0060392452,10
676653,164675,0345417623,8
676954,164712,0440224764,6
676995,164728,044023722X,8
677003,164728,0451524934,7
677018,164728,1558743669,8
677073,164775,0971880107,5
677093,164797,0671003755,9
677116,164824,1558743669,10
677400,164844,0060959037,9
677413,164849,0316601950,9
677421,164858,0312983271,7
677423,164858,0446610038,9
677469,164884,0449212602,7
677478,164901,0060915544,10
677657,164918,0440219078,8
677684,164926,0345339681,9
677698,164926,0385505833,8
677729,164926,0451524934,9
677737,164926,0553572997,10
677739,164926,059035342X,8
677899,164956,0060915544,6
677928,164956,0786868716,8
677969,164980,0375727345,7
677977,164986,059035342X,10
678003,165017,0140293248,7
678156,165166,0061009059,10
678158,165166,0671001795,10
678169,165176,0316769487,8
678183,165183,0060930535,10
678185,165183,0060976845,10
678192,165183,0142001740,10
678201,165183,0316601950,8
678216,165183,0375706771,8
678225,165183,0385265700,8
678302,165224,0316601950,5
678654,165253,0345417623,9
678712,165268,0345353145,8
678729,165268,0440211727,7
678813,165308,0060928336,8
678816,165308,0060959037,9
678818,165308,0060987103,9
678821,165308,0061009059,10
678832,165308,0064407667,9
678843,165308,014028009X,10
678855,165308,0312195516,7
678871,165308,0316284955,8
678934,165308,0375706771,7
678935,165308,0375727345,8
678970,165308,0385505833,8
678984,165308,0439064872,10
678986,165308,0439139600,10
678995,165308,044023722X,8
679239,165319,0060938455,6
679263,165319,0156027321,6
679315,165319,0375727345,6
679335,165319,0380789019,6
679336,165319,0380789035,8
679435,165319,0452282152,6
679579,165319,0812550706,8
679676,165345,0060930535,8
679677,165345,0060959037,9
679683,165345,0142000205,9
679693,165345,0375727345,8
679707,165345,0671510053,7
679744,165371,0971880107,5
679762,165392,0060928336,9
679867,165435,0060392452,9
679893,165449,044023722X,9
679894,165452,0060392452,7
680047,165512,0140298479,10
680118,165516,0671021001,8
680264,165582,0440220602,5
680266,165582,0446605239,9
680268,165582,0671021001,5
680323,165618,0440234743,7
680347,165637,0971880107,5
680384,165669,0345337662,2
680413,165697,0345339703,10
680483,165758,0064407667,5
680534,165758,0439139597,5
680571,165758,0553572997,5
680628,165759,044022165X,5
680729,165763,067976402X,8
680735,165769,0316601950,8
680736,165769,0375707972,3
680738,165769,0440226430,9
680739,165769,0446672211,10
680743,165769,1558743669,9
680744,165770,0060392452,3
680745,165770,0345417623,9
680754,165778,0380789035,8
680796,165793,0812550706,7
681004,165838,0312195516,10
681019,165838,0671027360,10
681047,165842,0440234743,7
681061,165866,0316569321,9
681062,165866,0316601950,9
681093,165879,0060915544,10
681096,165879,0380789019,9
681120,165884,0440234743,7
681161,165914,0553279912,5
681428,166062,0671003755,8
681448,166079,0446611867,9
681627,166123,0345339681,10
681896,166123,0399501487,7
682114,166123,0446612545,5
682890,166130,0439064872,8
682892,166130,059035342X,8
683140,166327,059035342X,10
683166,166330,0375727345,8
683276,166391,0385503822,10
683283,166391,0440234743,10
683324,166409,0385720106,6
683332,166409,0449212602,10
683539,166545,0060392452,10
683549,166546,0971880107,3
683559,166564,0671510053,7
683615,166593,0446608955,8
683836,166596,0316601950,8
683954,166596,0375725784,9
684040,166596,0385720106,9
684135,166596,0440212561,9
684663,166596,0804106304,9
684880,166610,0060959037,10
684891,166626,0312924585,8
684910,166639,0060915544,10
684913,166639,0312291639,10
684920,166646,0062502182,9
684925,166646,0345443284,8
684964,166685,0671001795,8
685011,166731,0451524934,8
685013,166733,0440219078,10
685015,166737,0684872153,5
685022,166753,0515131229,9
685031,166758,0316776963,7
685035,166758,0385486804,9
685124,166778,0316666343,5
685154,166809,0375727345,4
685157,166813,0316666343,7
685328,166825,0316666343,8
685340,166825,0440224764,10
685341,166825,0446672211,8
685366,166825,1400034779,5
685371,166828,0345339703,10
685424,166841,0156027321,3
685468,166864,0452282152,10
685488,166877,0446612545,8
685493,166890,0440241073,7
685754,166934,0684872153,8
685792,166992,0380789035,7
685838,167038,0440234743,9
685844,167038,0971880107,5
685872,167056,0553572997,5
685922,167144,0345339703,10
686008,167187,0812550706,10
686080,167189,0671510053,9
686100,167192,0684872153,7
686101,167192,1558743669,7
686170,167223,0743418174,7
686266,167272,0312983271,4
686297,167296,044021145X,9
686317,167305,1573229326,4
686351,167327,0312278586,10
686355,167327,0316666343,8
686419,167349,0312983271,7
686760,167375,0452282152,9
686769,167386,0440226430,6
686787,167389,1558743669,9
686827,167436,0316666343,6
686975,167471,0060976845,9
686977,167471,0061009059,9
687048,167471,0316666343,5
687108,167471,0385486804,8
687109,167471,0385492081,9
687232,167471,0452282829,8
687292,167471,0671021001,7
687571,167484,0440224764,5
687579,167489,0060928336,7
687627,167494,0440206154,7
687735,167517,014028009X,7
687739,167517,0316096199,8
687740,167517,0316666343,7
687766,167517,1400034779,8
687825,167521,0375725784,4
687872,167556,014028009X,9
687885,167556,044651652X,5
687908,167562,0060959037,9
687911,167562,0312195516,5
687913,167562,0345443284,8
687927,167576,0385504209,7
687940,167587,0142000205,7
687941,167587,0316096199,8
687942,167587,0316666343,10
687978,167600,0440219078,10
688002,167611,0316601950,7
688011,167611,0375700757,8
688042,167614,0060502258,5
688044,167614,0312291639,7
688050,167614,0345337662,6
688052,167614,0385335482,7
688056,167614,0440222656,6
688070,167614,0743418174,9
688085,167625,059035342X,10
688098,167644,0142000205,8
688100,167644,0375706771,8
688102,167644,0671021001,7
688144,167678,0142001740,8
688152,167678,0380789035,6
688159,167678,0440241073,6
688177,167689,044021145X,7
688186,167704,0316666343,5
688249,167746,0345361792,10
688254,167746,0375706771,9
688258,167746,0385504209,6
688261,167746,0440212561,7
688290,167746,0684874350,5
688296,167747,0140298479,8
688330,167761,0060392452,10
688418,167789,0515131229,7
688460,167791,0446605239,7
688912,167800,0439064872,8
688913,167800,0439136350,8
688950,167800,0440226430,8
688994,167800,0446612545,9
689482,167800,0971880107,3
689557,167812,0312278586,8
689558,167812,0316096199,7
689560,167812,0316666343,8
689587,167812,0671003755,8
689633,167831,0316666343,8
689652,167846,0446605239,10
689663,167850,0156027321,4
689689,167865,0345443284,5
689690,167865,0446606812,8
689691,167865,0452282829,8
689781,167925,0375707972,9
689804,167934,0446610038,8
689976,168034,0804114986,6
689979,168035,0440211727,9
690002,168036,0345342968,10
690114,168038,0439064864,10
690115,168038,0439136350,10
690123,168047,0060987103,9
690139,168047,0142001740,10
690206,168047,0439064864,10
690207,168047,0439136350,10
690208,168047,0439139597,10
690213,168047,0446310786,10
690271,168047,067976402X,9
690322,168047,0971880107,1
690374,168064,0140067477,7
690378,168064,014028009X,7
690389,168064,0312305060,9
690492,168064,0440226430,7
690643,168064,0786868716,7
690654,168064,0805063897,7
690690,168070,0312278586,7
690733,168101,0743418174,9
690856,168133,0316601950,8
690862,168139,0385335482,8
690875,168144,0060915544,7
690877,168144,0060934417,10
690923,168144,0345342968,10
690975,168144,0440214041,8
691108,168148,0440226430,7
691116,168169,0684874350,8
691416,168245,0440212561,10
691419,168245,0440222656,10
691705,168254,0060928336,8
691720,168263,067976402X,5
691770,168296,0671510053,8
691778,168307,0446605239,10
691890,168346,0767902521,8
691899,168372,0440220602,8
692085,168387,0671027360,8
692111,168387,0679429220,8
692303,168388,0446610038,7
692339,168413,0060987103,9
692341,168413,0316666343,8
692348,168431,0440226430,8
692435,168456,0345443284,10
692471,168464,0064407667,10
692742,168489,0316096199,10
692752,168500,0140298479,5
692756,168500,0375725784,3
692762,168500,1558743669,8
692785,168535,0385335482,10
692794,168545,0316666343,9
692801,168545,0743418174,9
692825,168573,0312278586,9
692875,168622,0553279912,8
692943,168642,0140293248,10
692944,168642,0140298479,10
692999,168642,0786868716,6
693058,168691,0375725784,5
693129,168736,0316666343,8
693164,168755,0060976845,8
693176,168765,0385505833,10
693197,168797,0446672211,9
693208,168802,044023722X,8
693209,168802,0446672211,7
693210,168804,0312278586,8
693216,168804,0804106304,10
693230,168813,0385335482,7
693252,168816,0156027321,10
693255,168816,0316666343,9
693267,168816,0385722206,8
693274,168816,0440236673,7
693276,168816,044651652X,8
693326,168834,0316601950,10
693387,168896,0316666343,10
693392,168896,0671003755,8
693412,168934,0060934417,5
693413,168934,0375726403,7
693432,168954,0060934417,6
693446,168954,0316769487,5
693456,168954,0375726403,8
693464,168954,0385504209,9
693469,168954,043935806X,10
693472,168954,0440213525,5
693473,168954,0440220602,9
693474,168954,0440222656,8
693484,168954,0452282152,9
693619,168999,0312291639,8
693620,168999,0312305060,7
693623,168999,0385335482,8
693626,168999,0452282829,8
693648,169014,0971880107,5
693715,169052,0312305060,10
693722,169054,0380789019,8
693734,169057,0061009059,9
693737,169057,0312291639,4
693749,169057,0446612545,9
693765,169075,006101351X,7
693766,169076,0385265700,10
693774,169094,0671003755,5
693839,169161,0345342968,9
693882,169192,0439064864,10
693883,169192,0439136350,10
693884,169192,0439139597,10
693886,169192,0590353403,10
693947,169231,0385503822,7
694038,169233,0375700757,7
694109,169233,0440212561,9
694137,169233,0446612545,7
694253,169233,0679746048,5
694323,169234,0671027360,3
694368,169249,0375700757,6
694374,169249,0439064872,7
694375,169249,0439136369,8
694376,169249,0439139600,6
694379,169249,0440222656,8
694395,169249,059035342X,9
694412,169252,0140067477,9
694480,169293,0142001740,8
694574,169338,0440236673,8
694580,169348,0671027360,6
694607,169360,0452282152,9
694614,169368,0345361792,10
694665,169402,044023722X,10
694740,169462,0060987103,8
694745,169463,0385504209,6
694748,169465,0440211727,7
694749,169465,0440214041,7
694753,169465,0679429220,7
694763,169482,044023722X,5
694810,169492,0684874350,9
694829,169496,0385504209,8
694840,169507,043935806X,10
694858,169534,0385484518,5
694866,169553,0385486804,9
694898,169563,0971880107,4
694904,169570,0385505833,4
694938,169600,0439064864,9
694939,169600,0439136350,10
694940,169600,0439139600,9
694944,169600,0590353403,9
694971,169626,0312305060,2
694978,169634,0375706771,6
695027,169658,1400034779,9
695028,169659,0440214041,10
695096,169663,0316601950,5
695140,169663,0385504209,8
695145,169663,0385722206,7
695213,169663,0553572997,10
695271,169663,067976402X,8
695383,169677,0440222656,9
695504,169682,0439064872,9
695505,169682,0439136369,10
695507,169682,043935806X,10
695532,169682,059035342X,10
695630,169699,0312195516,9
695724,169699,0440225701,8
695918,169727,0156027321,6
695919,169727,0385504209,9
695921,169727,0786868716,8
695940,169735,0060987103,8
695944,169735,0142001740,9
695959,169735,0385722206,9
695966,169735,0440213525,8
695967,169735,0440220602,6
695968,169735,0440241073,8
695970,169735,0449005615,9
696008,169754,0385504209,8
696076,169770,0345361792,9
696085,169773,0971880107,2
696103,169779,0345353145,9
696151,169779,044022165X,8
696197,169779,0553279912,9
696287,169781,0385504209,8
696353,169824,0316776963,9
696364,169824,0345353145,5
696460,169884,0060959037,9
696465,169887,0440224675,8
696542,169932,0842329129,10
696575,169955,0440236673,7
696607,169979,0140067477,8
696890,170077,0440224675,3
696908,170090,0345339681,10
696929,170118,044021145X,5
697117,170166,0060392452,5
697263,170184,0316096199,7
697596,170192,0385486804,8
697650,170201,0385503822,9
697676,170224,0449005615,9
697717,170227,0375700757,4
698717,170248,0345337662,9
698738,170255,0156027321,5
698748,170255,0385722206,7
698758,170256,0060959037,9
698773,170256,0671027360,6
698816,170264,0316666343,9
698874,170272,0439064872,9
698902,170310,0375727345,8
698952,170317,044651652X,6
699001,170365,0804114986,8
699025,170372,0345361792,8
699037,170377,0399501487,7
699038,170379,0060502258,8
699068,170401,0316601950,8
699091,170415,0060987103,7
699118,170415,0316666343,7
699178,170415,0446672211,4
699413,170491,0316666343,8
699414,170493,0060928336,7
699415,170493,0060934417,7
699416,170493,0060959037,9
699417,170493,0316666343,5
699420,170493,0452282152,7
699434,170499,0060930535,10
699439,170499,0385504209,8
699441,170499,0446608955,8
699482,170513,0060987103,7
699531,170513,0345339681,10
699532,170513,0345353145,7
699570,170513,0385492081,10
699571,170513,0385504209,10
699591,170513,0439064872,10
699592,170513,0439136350,10
699593,170513,0439139597,10
699607,170513,044023722X,9
699667,170513,059035342X,10
699750,170513,0842329129,7
700649,170519,0842329129,5
700691,170531,0449212602,7
700697,170536,0440212561,5
700798,170574,0142001740,8
701088,170580,0440234743,8
701089,170581,0553572997,8
701133,170595,0375706771,4
701234,170600,0671021001,8
701235,170601,0060930535,5
701261,170620,0449005615,8
701263,170623,0316666343,7
701281,170634,0064407667,10
701357,170634,0439064864,10
701363,170634,0439136350,10
701364,170634,0439139597,10
701365,170634,043935806X,10
701404,170634,0590353403,10
701575,170645,0312195516,6
701579,170652,0446610038,8
701583,170655,0385720106,8
701584,170656,0312195516,5
701597,170675,0156027321,9
701609,170675,1400034779,10
701659,170699,0385503822,5
701693,170704,0380789035,7
701850,170729,0345443284,6
702214,170761,0060928336,7
702221,170762,0312983271,10
702346,170792,0385484518,10
702347,170792,0385503822,7
702452,170810,0671021001,8
702505,170845,0060928336,9
702526,170850,0385504209,10
702534,170858,044023722X,5
702567,170861,0385265700,7
702569,170861,0385504209,10
702583,170861,044023722X,5
702634,170866,0060928336,8
702635,170866,0060930535,10
702664,170869,0786868716,9
702668,170882,0142001740,7
702702,170947,0312305060,3
702855,170947,044021145X,9
702857,170947,0440213525,9
702861,170947,0440221471,9
702871,170947,0446606812,9
702983,170985,0060915544,10
703044,171003,0440224764,8
703079,171011,0439064872,10
703080,171011,0439136369,10
703081,171011,0439139597,10
703082,171011,043935806X,10
703109,171026,044651652X,10
703202,171050,0380731851,9
703528,171079,0446364193,9
703552,171082,0515131229,8
703600,171096,0312278586,4
703604,171096,0671027360,3
703627,171114,0446605239,9
704150,171118,0345339703,8
704287,171118,0380789019,6
704474,171118,0440214041,4
704544,171118,0446310786,8
705481,171118,0804106304,7
706056,171130,0060928336,7
706058,171130,044023722X,10
706263,171242,0316284955,9
706276,171251,0375727345,6
706397,171291,0446610038,5
706404,171295,0140067477,10
706409,171295,0345339703,9
706441,171295,0590353403,8
706467,171311,0312278586,7
706469,171329,0316666343,10
706487,171359,0446611867,10
706567,171394,0312278586,8
706611,171435,0971880107,5
706612,171436,0312291639,7
706638,171445,0142001740,8
706642,171445,0312291639,7
706643,171445,0316284955,9
706644,171445,0316776963,9
706695,171445,1558743669,8
706716,171475,0316666343,8
706727,171494,0316666343,7
706734,171499,0439139600,8
706746,171506,0971880107,6
706762,171525,0060502258,8
706998,171610,0452282152,8
707029,171638,0385504209,9
707070,171647,0060959037,8
707094,171680,0312966970,8
707103,171697,0446610038,7
707182,171728,0452282829,8
707257,171765,0345370775,8
707286,171767,044021145X,7
707423,171818,0385722206,8
707484,171818,0805063897,9
707605,171858,0375700757,5
707608,171858,0786868716,7
707609,171859,0140298479,8
707621,171872,0345443284,9
707728,171936,0316666343,10
707730,171939,0060987103,8
707790,171967,0312195516,8
707793,171967,0446610038,5
707812,171968,0316666343,7
707813,171968,0316769487,9
707860,171968,0671003755,10
707962,171970,0375727345,9
708159,171986,0553279912,7
708169,171986,0671001795,6
708197,171986,0812550706,9
708229,171999,0446364193,5
708241,172010,0345313860,10
708242,172010,0345337662,10
709652,172036,0439136369,10
709662,172045,0316776963,8
709663,172045,0743418174,5
709668,172047,0515131229,6
709674,172048,0679429220,6
709690,172060,0446611867,4
709719,172061,0312195516,10
709762,172061,0440213525,8
709764,172061,0440226430,7
709884,172091,0385486804,5
709926,172096,0446672211,8
709928,172098,044023722X,6
709975,172119,0060959037,7
709979,172119,0312291639,7
709983,172119,043935806X,7
709985,172119,0452282829,7
710023,172124,0062502182,6
710085,172168,0385484518,10
710090,172179,0316666343,9
710144,172192,0743418174,8
710204,172205,0156027321,8
710219,172215,0452282152,8
710221,172215,0671510053,7
710224,172215,068484477X,8
710228,172216,0671021001,9
710480,172271,0385492081,9
710489,172293,0345417623,7
710507,172311,0684872153,6
710649,172367,0380789019,7
710696,172374,0446310786,10
